,0,Lead Amount ppb,Partial Postal Code,Sample Number,Sampled Date
24,,2.14,M4E,1833586.0,2015-12-17
25,,1.31,M4C,1833589.0,2015-12-17
23,,0.155,M6H,1833824.0,2015-12-18
22,,0.425,M4M,1837024.0,2015-12-18
21,,0.126,M6K,1833831.0,2015-12-18
20,,<0.0500,M6M,1834930.0,2015-12-18
18,,<0.0500,M8V,1834927.0,2015-12-20
19,,2.77,M6S,1834932.0,2015-12-20
15,,2.32,M6M,1834931.0,2015-12-21
17,,0.940,M8X,1834929.0,2015-12-21
16,,0.590,M4E,1837012.0,2015-12-21
14,,0.160,M4G,1837700.0,2015-12-22
13,,<0.0500,M5S,1838104.0,2015-12-22
12,,0.0821,M5S,1838092.0,2015-12-22
11,,5.04,M4L,1838090.0,2015-12-22
10,,0.0752,M4L,1837013.0,2015-12-22
9,,0.0542,M4K,1837011.0,2015-12-22
8,,1.14,M4L,1834926.0,2015-12-22
7,,0.0932,M6P,1838111.0,2015-12-23
6,,0.0872,M4J,1837015.0,2015-12-24
5,,0.493,M4L,1837037.0,2015-12-24
4,,8.29,M4L,1838103.0,2015-12-24
3,,1.34,M5M,1838109.0,2015-12-28
2,,0.146,M5A,1838082.0,2015-12-29
1,,0.0949,M6S,1838110.0,2015-12-30
0,,0.620,M4L,1839002.0,2015-12-31
1673,False,,,,
2030,False,,,,
2606,False,,,,
2743,False,,,,
1884,False,,,,
1144,False,,,,
1126,False,,,,
2099,False,,,,
3454,True,,,,
2534,False,,,,
843,False,,,,
