,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT,Lead Amount ppb,Partial Postal Code,Sampled Date
10219,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,0.0,2014-07-22,,,
10220,WAYSIDE ACRES SUBDIVISION # 2,51143,PITTSYLVANIA,48,LEAD,3.0,2014-07-22,,,
10232,RT 29 NORTH - (PCSA),51143,PITTSYLVANIA,1906,LEAD,0.0,2014-07-23,,,
10256,HAMPDEN-SYDNEY COLLEGE,51147,PRINCE EDWARD,1027,LEAD,1.1,2015-08-28,,,
10265,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.3,2014-08-21,,,
10269,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.5,2014-07-31,,,
10270,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.3,2014-07-30,,,
10273,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.3,2014-07-29,,,
10275,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,3.2,2014-07-29,,,
10278,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.3,2014-07-29,,,
10279,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.2,2014-07-29,,,
10282,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.0,2014-07-29,,,
10284,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.0,2014-07-29,,,
10285,BEDFORD CENTRAL WATER TREATMENT PLANT,51019,BEDFORD COUNTY,6946,LEAD,0.4,2014-07-29,,,
10295,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2015-08-04,,,
10298,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,1.3,2015-08-01,,,
10306,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2015-07-13,,,
10311,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2015-07-11,,,
10316,"DANVILLE, CITY OF",51590,DANVILLE,43055,LEAD,0.0,2014-02-07,,,
10323,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,3.0,2015-07-14,,,
10324,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,0.0,2015-07-14,,,
10329,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,0.0,2015-06-23,,,
10351,"LYNCHBURG, CITY OF",51680,LYNCHBURG,76000,LEAD,1.0,2015-06-10,,,
10386,HCSA- LEIGH STREET PLANT,51083,HALIFAX,9364,LEAD,0.0,2015-09-17,,,
10394,HCSA- LEIGH STREET PLANT,51083,HALIFAX,9364,LEAD,0.0,2015-09-04,,,
10401,HCSA- LEIGH STREET PLANT,51083,HALIFAX,9364,LEAD,12.1,2015-09-02,,,
10470,CAMPBELL`S CREEK SUBDIVISION,51033,CAROLINE,375,LEAD,0.4,2015-08-03,,,
10471,CAMPBELL`S CREEK SUBDIVISION,51033,CAROLINE,375,LEAD,0.3,2015-08-02,,,
10484,CAROLINE UTILITY SYSTEM,51033,CAROLINE,4850,LEAD,0.6,2014-09-04,,,
10582,CORRECTIONAL UNIT #2,51033,CAROLINE,175,LEAD,0.0,2014-08-05,,,
10584,CORRECTIONAL UNIT #2,51033,CAROLINE,175,LEAD,0.0,2014-08-05,,,
10585,CORRECTIONAL UNIT #2,51033,CAROLINE,175,LEAD,0.0,2014-08-05,,,
10586,CORRECTIONAL UNIT #2,51033,CAROLINE,175,LEAD,0.0,2014-08-05,,,
10587,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,1.1,2014-07-08,,,
10588,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,0.2,2014-07-07,,,
10589,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,0.3,2014-07-07,,,
10590,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,0.6,2014-07-04,,,
10591,ELSINORE SUBDIVISION,51033,CAROLINE,138,LEAD,0.6,2014-07-04,,,
10614,LAKE CAROLINE,51033,CAROLINE,3090,LEAD,0.0,2015-08-26,,,
10656,MILFORD SANITARY  DISTRICT,51033,CAROLINE,917,LEAD,0.0,2014-08-25,,,
10664,MILFORD SANITARY  DISTRICT,51033,CAROLINE,917,LEAD,2.9,2014-08-25,,,
10669,WOODFORD ESTATES MHC,51033,CAROLINE,178,LEAD,0.0,2014-09-24,,,
10684,PORT ROYAL LANDING OF TOWNFIELD,51033,CAROLINE,48,LEAD,0.0,2014-09-22,,,
10710,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2015-03-19,,,
10711,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2015-03-18,,,
10712,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2015-03-18,,,
10713,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2015-03-18,,,
10714,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2015-03-18,,,
10715,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2014-11-18,,,
10716,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2014-11-18,,,
10717,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2014-11-18,,,
10718,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2014-11-18,,,
10719,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,0.0,2014-11-17,,,
10722,TOWNFIELD SUBDIVISION,51033,CAROLINE,60,LEAD,2.51,2014-09-22,,,
10731,ASHMORE ACRES,51047,CULPEPER,31,LEAD,0.0,2014-07-29,,,
10732,ASHMORE ACRES,51047,CULPEPER,31,LEAD,0.3,2014-07-21,,,
10734,ASHMORE ACRES,51047,CULPEPER,31,LEAD,0.0,2014-07-18,,,
10735,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.0,2014-06-16,,,
10736,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,1.7,2014-06-16,,,
10737,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.5,2014-06-16,,,
10738,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.0,2014-06-16,,,
10739,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.5,2014-06-13,,,
10755,CATALPA SUBDIVISION,51047,CULPEPER,48,LEAD,0.0,2014-09-16,,,
10765,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-27,,,
10766,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-27,,,
10767,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-27,,,
10768,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-25,,,
10769,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-24,,,
10770,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-23,,,
10771,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-23,,,
10772,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-21,,,
10773,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-20,,,
10774,CLEVENGERS VILLAGE,51047,CULPEPER,855,LEAD,0.0,2014-06-20,,,
10788,CHURCHILL SUBDIVISION,51047,CULPEPER,130,LEAD,0.3,2014-07-22,,,
10805,DOVE HILL WATERWORKS,51047,CULPEPER,192,LEAD,6.32,2014-04-26,,,
10806,DOVE HILL WATERWORKS,51047,CULPEPER,192,LEAD,2.27,2014-04-26,,,
10807,DOVE HILL WATERWORKS,51047,CULPEPER,192,LEAD,0.0,2014-04-26,,,
10808,DOVE HILL WATERWORKS,51047,CULPEPER,192,LEAD,2.41,2014-04-26,,,
10809,DOVE HILL WATERWORKS,51047,CULPEPER,192,LEAD,2.66,2014-04-26,,,
10813,DUTCH HOLLOW SUBDIVISION,51047,CULPEPER,231,LEAD,0.8,2015-08-10,,,
10822,FAIRVIEW ACRES,51047,CULPEPER,335,LEAD,0.0,2015-07-24,,,
10839,GLENDALE SUBDIVISION,51047,CULPEPER,42,LEAD,0.0,2015-09-24,,,
10847,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.5,2014-07-21,,,
10849,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.3,2014-07-21,,,
10850,HAZEL RIVER,51047,CULPEPER,50,LEAD,0.4,2014-07-21,,,
10856,HERITAGE ESTATES,51047,CULPEPER,80,LEAD,0.0,2014-07-23,,,
10862,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-23,,,
10863,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-14,,,
10864,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-10,,,
10865,KAVANAUGH MEADS,51047,CULPEPER,120,LEAD,0.0,2014-07-09,,,
10892,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,0.8,2014-07-21,,,
10893,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,1.1,2014-07-21,,,
10894,NORTHTOWN VILLAGE,51047,CULPEPER,53,LEAD,0.8,2014-07-21,,,
10901,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-10-13,,,
10902,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-10-13,,,
10903,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-10-13,,,
10904,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-10-13,,,
10905,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-10-13,,,
10906,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-06-17,,,
10907,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-06-17,,,
10908,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-06-17,,,
10909,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-06-17,,,
10910,OUR FATHERS HOUSE,51047,CULPEPER,51,LEAD,0.0,2014-06-17,,,
10911,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,1.6,2015-11-30,,,
10920,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,2.4,2015-08-06,,,
10922,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,4.3,2015-06-05,,,
10931,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.5,2015-06-03,,,
10933,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.0,2014-12-19,,,
10934,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,1.2,2014-12-19,,,
10935,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,1.3,2014-12-19,,,
10936,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,27.4,2014-12-18,,,
10941,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.4,2014-12-10,,,
10944,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,533.0,2014-07-19,,,
10945,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.0,2014-07-18,,,
10946,OVERLOOK HEIGHTS COMBINED,51047,CULPEPER,160,LEAD,0.9,2014-07-17,,,
10982,SPRINGWOOD SUBDIVISION,51047,CULPEPER,28,LEAD,0.2,2015-08-28,,,
10993,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
10996,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
10998,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
10999,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,4.24,2015-12-03,,,
11000,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
11001,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
11002,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
11004,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
11006,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-12-03,,,
11009,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,69.0,2015-11-18,,,
11010,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,4.1,2015-11-18,,,
11013,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11014,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11015,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11017,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11018,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11019,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11020,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11022,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11024,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11025,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11028,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11029,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11030,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11033,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11036,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11037,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,2.38,2015-11-18,,,
11039,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11042,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11043,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-18,,,
11044,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,2.31,2015-11-17,,,
11045,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-17,,,
11047,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-17,,,
11049,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-17,,,
11050,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-11-17,,,
11051,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,6.54,2015-11-17,,,
11053,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-08-06,,,
11074,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-23,,,
11082,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,10.7,2015-06-23,,,
11088,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,5.62,2015-06-23,,,
11111,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-03,,,
11115,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2015-06-03,,,
11132,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,3.59,2014-08-06,,,
11136,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2014-08-06,,,
11141,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2014-08-06,,,
11146,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,2.75,2014-08-06,,,
11152,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2014-08-06,,,
11158,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,29.6,2014-08-05,,,
11161,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2014-08-05,,,
11162,"CULPEPER, TOWN OF",51047,CULPEPER,16600,LEAD,0.0,2014-08-05,,,
11168,WESTLAKES SUBDIVISION,51047,CULPEPER,70,LEAD,0.0,2015-07-11,,,
11212,FORT BELVOIR,51059,FAIRFAX COUNTY,37000,LEAD,0.7,2015-08-31,,,
11214,FORT BELVOIR,51059,FAIRFAX COUNTY,37000,LEAD,0.51,2015-08-31,,,
11231,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-23,,,
11232,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-23,,,
11233,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-20,,,
11234,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.48,2014-06-19,,,
11235,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.31,2014-06-19,,,
11236,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-19,,,
11237,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-19,,,
11238,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.49,2014-06-18,,,
11239,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.36,2014-06-18,,,
11240,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.34,2014-06-18,,,
11241,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-18,,,
11242,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-18,,,
11243,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-18,,,
11244,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.83,2014-06-16,,,
11245,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-16,,,
11246,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.33,2014-06-14,,,
11247,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.1,2014-06-13,,,
11248,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.97,2014-06-13,,,
11249,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.44,2014-06-13,,,
11250,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.42,2014-06-13,,,
11251,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-13,,,
11252,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.35,2014-06-13,,,
11253,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.34,2014-06-13,,,
11254,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.32,2014-06-13,,,
11255,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11256,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11257,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11258,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11259,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11260,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11261,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13,,,
11262,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.4,2014-06-12,,,
11263,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.0,2014-06-12,,,
11264,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.78,2014-06-12,,,
11265,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.73,2014-06-12,,,
11266,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.66,2014-06-12,,,
11267,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.64,2014-06-12,,,
11268,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.63,2014-06-12,,,
11269,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.6,2014-06-12,,,
11270,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.58,2014-06-12,,,
11271,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.42,2014-06-12,,,
11272,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.41,2014-06-12,,,
11273,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.4,2014-06-12,,,
11274,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.38,2014-06-12,,,
11275,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-12,,,
11276,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-12,,,
11277,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.34,2014-06-12,,,
11278,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.33,2014-06-12,,,
11279,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.32,2014-06-12,,,
11280,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.29,2014-06-12,,,
11281,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.29,2014-06-12,,,
11282,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.28,2014-06-12,,,
11283,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.28,2014-06-12,,,
11284,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11285,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11286,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11287,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11288,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11289,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12,,,
11290,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.3,2014-06-11,,,
11291,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-11,,,
11295,FAIRFAX WATER - ARLINGTON SPECIAL,51059,FAIRFAX COUNTY,1327,LEAD,0.0,2015-08-27,,,
11299,FAIRFAX WATER - ARLINGTON SPECIAL,51059,FAIRFAX COUNTY,1327,LEAD,0.0,2015-06-08,,,
11307,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.59,2014-07-10,,,
11310,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,3.5,2014-07-09,,,
11312,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.91,2014-07-09,,,
11314,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.6,2014-07-09,,,
11315,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-09,,,
11316,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-09,,,
11317,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.37,2014-07-09,,,
11319,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-09,,,
11323,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,5.6,2014-07-08,,,
11324,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.77,2014-07-08,,,
11325,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.48,2014-07-08,,,
11326,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.44,2014-07-08,,,
11327,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.4,2014-07-08,,,
11329,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08,,,
11330,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08,,,
11331,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08,,,
11334,"HERNDON, TOWN OF",51059,FAIRFAX COUNTY,23496,LEAD,0.0,2014-07-08,,,
11401,AUBURN CROSSING,51061,FAUQUIER,118,LEAD,0.0,2014-07-10,,,
11403,AUBURN CROSSING,51061,FAUQUIER,118,LEAD,0.0,2014-07-08,,,
11415,BETHEL ACADEMY SUBDIVISION,51061,FAUQUIER,448,LEAD,0.0,2015-06-02,,,
11416,BOTHA SUBDIVISION,51061,FAUQUIER,63,LEAD,2.31,2015-07-21,,,
