,Sample Number,Sampled Date,Partial Postal Code,Lead Amount ppb
1012,1614428,2014-07-22,M5M,3.04
1011,1615035,2014-07-22,M6J,7.61
1010,1614491,2014-07-22,M4C,2.85
1009,1619411,2014-07-22,M6M,1.48
1013,1614527,2014-07-22,M4E,3.65
1020,1615945,2014-07-22,M4K,0.138
1008,1615951,2014-07-22,M4L,0.358
1022,1617996,2014-07-22,M4J,3.75
1023,1615941,2014-07-22,M4G,12.2
1024,1615952,2014-07-22,M4C,0.0610
1025,1620658,2014-07-22,M5M,1.72
1026,1615175,2014-07-22,M6R,7.60
1027,1620697,2014-07-22,M4P,13.2
1028,1618302,2014-07-22,M6J,0.136
1029,1620672,2014-07-22,M4N,0.511
1030,1618353,2014-07-22,M8Y,0.105
1031,1620694,2014-07-22,M5M,0.0699
1032,1620698,2014-07-22,M5N,<0.0500
1033,1618305,2014-07-22,M4N,<0.0500
1021,1615048,2014-07-22,M6R,0.0606
1000,1619325,2014-07-23,M4J,0.158
1001,1618037,2014-07-23,M4C,22.3
1002,1614439,2014-07-23,M4P,6.19
1007,1619410,2014-07-23,M5M,0.262
1004,1615949,2014-07-23,M4C,0.0880
1005,1619420,2014-07-23,M6R,0.858
1006,1620701,2014-07-23,M4N,<0.0500
1003,1617907,2014-07-23,M4J,0.850
991,1619301,2014-07-24,M4L,2.83
988,1615011,2014-07-24,M8Z,0.0998
989,1615938,2014-07-24,M4J,0.237
990,1617877,2014-07-24,M4J,0.318
992,1615943,2014-07-24,M4J,0.0838
987,1618308,2014-07-24,M6G,25.9
994,1618374,2014-07-24,M6G,0.0945
995,1615169,2014-07-24,M9R,<0.0500
996,1618093,2014-07-24,M4M,0.699
997,1619341,2014-07-24,M4G,0.0847
998,1618350,2014-07-24,M6K,3.64
999,1619338,2014-07-24,M4M,13.0
993,1619376,2014-07-24,M6H,0.411
969,1615932,2014-07-25,M4C,2.55
970,1621275,2014-07-25,M5T,0.0754
971,1618346,2014-07-25,M6G,1.24
972,1619365,2014-07-25,M4J,0.254
974,1619354,2014-07-25,M1M,0.139
975,1618352,2014-07-25,M6E,6.13
976,1618304,2014-07-25,M5S,0.420
977,1619339,2014-07-25,M4C,2.33
973,1618300,2014-07-25,M6C,2.60
979,1620693,2014-07-25,M4N,1.21
980,1618348,2014-07-25,M6G,0.0579
981,1619324,2014-07-25,M4J,0.0696
982,1618029,2014-07-25,M6K,<0.0500
983,1618378,2014-07-25,M9B,<0.0500
984,1619317,2014-07-25,M4L,0.764
985,1618317,2014-07-25,M6E,8.89
986,1618303,2014-07-25,M6K,8.60
978,1619454,2014-07-25,M4X,1.64
968,1620695,2014-07-26,M6H,0.213
963,1619337,2014-07-27,M4C,0.0726
964,1618038,2014-07-27,M4K,0.140
965,1618372,2014-07-27,M8Y,0.0671
967,1618299,2014-07-27,M4J,0.156
966,1622183,2014-07-27,M4L,0.436
945,1617930,2014-07-28,M4K,0.258
946,1618310,2014-07-28,M4J,0.403
947,1619342,2014-07-28,M4E,2.99
948,1620656,2014-07-28,M5M,<0.0500
949,1619403,2014-07-28,M6R,3.68
950,1619351,2014-07-28,M6S,0.0747
951,1618347,2014-07-28,M1K,0.101
952,1618349,2014-07-28,M6P,<0.0500
955,1618377,2014-07-28,M4S,2.67
954,1620650,2014-07-28,M5M,0.0600
956,1619425,2014-07-28,M9A,0.226
957,1621256,2014-07-28,M9A,0.145
958,1619450,2014-07-28,M8X,0.175
959,1619344,2014-07-28,M4E,0.147
960,1620668,2014-07-28,M4N,4.47
961,1618309,2014-07-28,M4N,0.0686
962,1618089,2014-07-28,M4S,0.0837
953,1619400,2014-07-28,M6E,6.76
930,1618306,2014-07-29,M6H,4.34
929,1618371,2014-07-29,M6G,0.520
928,1621351,2014-07-29,M5R,0.469
927,1621328,2014-07-29,M6B,0.0695
922,1620652,2014-07-29,M6H,0.808
925,1621343,2014-07-29,M6H,<0.0500
924,1619447,2014-07-29,M6S,0.0993
923,1620692,2014-07-29,M2P,1.40
931,1620699,2014-07-29,M6L,0.0537
926,1618007,2014-07-29,M6K,3.90
932,1621271,2014-07-29,M4N,0.187
921,1618369,2014-07-29,M9N,<0.0500
934,1618001,2014-07-29,M4M,<0.0500
933,1619343,2014-07-29,M6S,4.59
944,1618400,2014-07-29,M1M,<0.0500
943,1619375,2014-07-29,M9N,0.0751
941,1619417,2014-07-29,M6E,0.292
940,1621342,2014-07-29,M4J,3.19
942,1621323,2014-07-29,M4S,0.0620
938,1618307,2014-07-29,M9P,<0.0500
937,1617929,2014-07-29,M4K,0.210
936,1621313,2014-07-29,M4T,0.0888
935,1621309,2014-07-29,M4T,0.325
939,1618301,2014-07-29,M6J,2.67
912,1621190,2014-07-30,M8W,5.30
908,1621234,2014-07-30,M6S,1.05
909,1620700,2014-07-30,M6L,<0.0500
910,1619322,2014-07-30,M4K,0.0860
913,1621222,2014-07-30,M5R,0.931
911,1620726,2014-07-30,M6L,0.180
915,1622182,2014-07-30,M4B,0.159
916,1619321,2014-07-30,M4B,<0.0500
917,1621334,2014-07-30,M6R,0.108
918,1619340,2014-07-30,M4G,8.61
919,1621246,2014-07-30,M6E,0.134
920,1621331,2014-07-30,M6G,1.63
914,1622179,2014-07-30,M4J,1.13
897,1619332,2014-07-31,M4L,0.103
898,1621133,2014-07-31,M6E,0.184
899,1621350,2014-07-31,M1E,0.0645
900,1618351,2014-07-31,M1T,0.509
901,1621272,2014-07-31,M9R,<0.0500
902,1621338,2014-07-31,M6A,0.0509
904,1618354,2014-07-31,M6H,1.44
905,1621273,2014-07-31,M6S,0.212
906,1621270,2014-07-31,M2P,0.153
907,1621336,2014-07-31,M6G,0.988
903,1621337,2014-07-31,M4X,2.33
884,1621233,2014-08-01,M4E,0.364
885,1620662,2014-08-01,M4N,0.127
886,1621230,2014-08-01,M9P,0.0817
887,1621330,2014-08-01,M4S,4.51
888,1622113,2014-08-01,M4K,0.0538
889,1622173,2014-08-01,M4J,0.963
892,1620669,2014-08-01,M4N,0.460
891,1621204,2014-08-01,M6G,0.266
896,1622117,2014-08-01,M4C,1.14
895,1621320,2014-08-01,M6P,<0.0500
890,1621329,2014-08-01,M6C,0.381
893,1622116,2014-08-01,M4J,8.97
894,1622118,2014-08-01,M4L,0.586
883,1636194,2014-08-02,M6C,3.56
882,1621215,2014-08-02,M8Y,0.124
881,1622135,2014-08-04,M4B,<0.0500
867,1621335,2014-08-05,M4R,2.66
868,1622346,2014-08-05,M4E,0.0753
869,1626240,2014-08-05,M6S,6.35
870,1621314,2014-08-05,M6N,1.29
871,1621212,2014-08-05,M6R,<0.0500
873,1626912,2014-08-05,M4N,<0.0500
872,1622115,2014-08-05,M4C,1.11
875,1622114,2014-08-05,M4M,3.12
876,1621341,2014-08-05,M6S,0.0846
877,1626254,2014-08-05,M6S,6.51
878,1621223,2014-08-05,M6S,0.0848
879,1622177,2014-08-05,M4C,0.0758
880,1626173,2014-08-05,M6S,0.335
874,1622176,2014-08-05,M4J,<0.0500
857,1624597,2014-08-06,M2K,<0.0500
852,1628368,2014-08-06,M4K,4.71
853,1622181,2014-08-06,M4L,0.137
854,1624591,2014-08-06,M6S,0.195
855,1622178,2014-08-06,M4J,0.441
851,1621152,2014-08-06,M6M,0.0561
856,1624596,2014-08-06,M6S,1.69
858,1627041,2014-08-06,M3B,0.101
862,1626272,2014-08-06,M4K,1.13
860,1627018,2014-08-06,M1L,0.0973
859,1624594,2014-08-06,M4B,0.418
866,1622184,2014-08-06,M4B,3.95
865,1626230,2014-08-06,M6E,12.4
864,1624598,2014-08-06,M6S,0.0779
863,1622180,2014-08-06,M4J,0.915
861,1626263,2014-08-06,M6C,1.36
848,1626262,2014-08-07,M6P,<0.0500
847,1627311,2014-08-07,M4K,0.320
846,1626194,2014-08-07,M6J,0.527
844,1624592,2014-08-07,M4R,3.62
843,1624584,2014-08-07,M4R,9.46
842,1626416,2014-08-07,M6K,0.255
841,1627020,2014-08-07,M4N,3.25
840,1626271,2014-08-07,M8W,0.560
839,1627021,2014-08-07,M4L,1.62
838,1626910,2014-08-07,M6G,0.673
837,1626175,2014-08-07,M6S,3.20
845,1624593,2014-08-07,M4S,2.57
850,1625461,2014-08-07,M5S,0.0582
849,1627061,2014-08-07,M4E,0.439
826,1625476,2014-08-08,M6R,1.23
825,1626987,2014-08-08,M6M,0.107
827,1627042,2014-08-08,M4J,0.713
828,1627016,2014-08-08,M1P,<0.0500
830,1624590,2014-08-08,M5M,2.25
831,1626980,2014-08-08,M6C,1.10
829,1625471,2014-08-08,M6P,0.347
833,1626961,2014-08-08,M8V,0.216
834,1627249,2014-08-08,M4E,3.48
835,1626417,2014-08-08,M6E,2.13
836,1626419,2014-08-08,M4M,4.18
832,1626332,2014-08-08,M4K,0.0520
824,1632119,2014-08-09,M4M,0.505
820,1626925,2014-08-10,M4M,1.35
823,1624580,2014-08-10,M2J,0.0761
822,1626277,2014-08-10,M6S,1.19
821,1627017,2014-08-10,M4K,6.62
810,1627288,2014-08-11,M4J,1.20
809,1626939,2014-08-11,M9W,0.0627
808,1627007,2014-08-11,M2N,0.0648
806,1626966,2014-08-11,M5N,<0.0500
811,1627319,2014-08-11,M4X,<0.0500
807,1625480,2014-08-11,M6R,<0.0500
812,1627029,2014-08-11,M4S,6.33
818,1626418,2014-08-11,M6G,0.540
814,1627225,2014-08-11,M4J,2.30
815,1627257,2014-08-11,M4C,8.31
816,1627019,2014-08-11,M4G,0.771
817,1626444,2014-08-11,M6N,0.167
819,1627240,2014-08-11,M4E,0.803
813,1627043,2014-08-11,M4C,<0.0500
786,1627325,2014-08-12,M4C,0.164
795,1627022,2014-08-12,M6K,16.3
788,1627064,2014-08-12,M4M,0.992
789,1626319,2014-08-12,M6N,1.65
790,1628469,2014-08-12,M4S,0.263
791,1626267,2014-08-12,M6P,2.17
792,1628464,2014-08-12,M5M,0.145
793,1627037,2014-08-12,M9A,0.370
794,1627044,2014-08-12,M4J,5.04
796,1625465,2014-08-12,M6P,1.56
787,1626914,2014-08-12,M4L,3.59
798,1628459,2014-08-12,M5M,2.16
799,1626261,2014-08-12,M6S,0.255
800,1627062,2014-08-12,M4C,2.32
801,1626310,2014-08-12,M4M,1.98
802,1627046,2014-08-12,M4J,0.0642
803,1632968,2014-08-12,M1M,<0.0500
804,1628965,2014-08-12,M6E,0.409
805,1627040,2014-08-12,M4S,5.52
797,1626174,2014-08-12,M6H,0.0858
773,1628986,2014-08-13,M6S,5.65
772,1628887,2014-08-13,M6P,0.135
764,1627329,2014-08-13,M4C,0.0950
765,1628437,2014-08-13,M4N,0.149
774,1628467,2014-08-13,M5M,0.0551
767,1628304,2014-08-13,M5R,0.144
768,1628466,2014-08-13,M6S,<0.0500
769,1626913,2014-08-13,M4L,4.66
766,1628922,2014-08-13,M6K,0.172
775,1628984,2014-08-13,M6E,4.63
771,1627039,2014-08-13,M4N,4.95
777,1626266,2014-08-13,M4R,2.89
778,1627078,2014-08-13,M4C,0.310
779,1626312,2014-08-13,M6G,0.936
770,1630053,2014-08-13,M4L,6.92
785,1628924,2014-08-13,M8V,0.223
784,1628894,2014-08-13,M6S,4.58
783,1632900,2014-08-13,M1B,0.337
782,1628966,2014-08-13,M8V,<0.0500
781,1628485,2014-08-13,M4P,0.107
776,1627045,2014-08-13,M4J,0.229
780,1628915,2014-08-13,M6R,5.12
754,1630075,2014-08-14,M4J,4.64
755,1629915,2014-08-14,M4J,<0.0500
756,1628920,2014-08-14,M6R,9.74
757,1632896,2014-08-14,M1M,3.16
762,1630322,2014-08-14,M4E,3.24
760,1628903,2014-08-14,M6P,1.38
761,1630061,2014-08-14,M4J,0.502
763,1628868,2014-08-14,M5S,<0.0500
758,1629910,2014-08-14,M4C,0.101
753,1629924,2014-08-14,M4C,<0.0500
751,1628370,2014-08-14,M6G,0.131
750,1632912,2014-08-14,M1N,0.0532
752,1628301,2014-08-14,M6N,2.05
759,1630043,2014-08-14,M4G,8.26
747,1630077,2014-08-15,M4L,<0.0500
746,1629898,2014-08-15,M5M,11.8
745,1628421,2014-08-15,M2R,0.449
744,1628858,2014-08-15,M8V,0.602
743,1630044,2014-08-15,M4K,0.0696
749,1630060,2014-08-15,M4E,<0.0500
741,1628406,2014-08-15,M5M,0.252
740,1628923,2014-08-15,M8Y,0.0625
739,1628953,2014-08-15,M8V,0.148
738,1628325,2014-08-15,M6G,1.22
737,1628465,2014-08-15,M4J,0.165
748,1628303,2014-08-15,M4E,3.42
742,1628423,2014-08-15,M4P,0.0998
736,1628300,2014-08-16,M6H,<0.0500
735,1632000,2014-08-16,M6S,<0.0500
733,1628302,2014-08-17,M4J,0.725
734,1633042,2014-08-17,M4L,0.904
732,1628857,2014-08-17,M8X,<0.0500
731,1628468,2014-08-17,M2R,0.0871
730,1628369,2014-08-17,M6S,3.29
729,1630048,2014-08-17,M1N,1.95
728,1628321,2014-08-17,M4S,28.1
727,1632905,2014-08-17,M6J,3.26
717,1632616,2014-08-18,M6R,0.135
718,1628460,2014-08-18,M2N,0.160
719,1626992,2014-08-18,M4K,1.09
720,1627278,2014-08-18,M4G,0.247
721,1629918,2014-08-18,M4J,<0.0500
716,1630051,2014-08-18,M1L,<0.0500
723,1628436,2014-08-18,M5P,1.03
724,1632041,2014-08-18,M6A,0.611
725,1630052,2014-08-18,M1E,0.294
726,1629927,2014-08-18,M4L,0.579
722,1628461,2014-08-18,M6P,1.36
703,1632127,2014-08-19,M5R,1.07
704,1632064,2014-08-19,M4K,<0.0500
705,1628946,2014-08-19,M6N,2.53
706,1628395,2014-08-19,M4X,0.833
707,1632042,2014-08-19,M4P,9.15
708,1628918,2014-08-19,M6H,11.2
709,1632062,2014-08-19,M5B,0.395
711,1629928,2014-08-19,M4B,0.0530
712,1632006,2014-08-19,M6L,0.0804
713,1632056,2014-08-19,M6C,2.44
714,1629911,2014-08-19,M4C,2.98
715,1628324,2014-08-19,M4K,1.02
710,1632098,2014-08-19,M3H,<0.0500
694,1636196,2014-08-20,M1N,0.910
689,1631987,2014-08-20,M4E,0.947
690,1631989,2014-08-20,M6G,1.08
691,1631996,2014-08-20,M6G,0.0971
692,1632083,2014-08-20,M4R,0.206
693,1628397,2014-08-20,M1L,0.180
695,1628458,2014-08-20,M4R,<0.0500
696,1628972,2014-08-20,M9B,0.0965
697,1632124,2014-08-20,M6B,0.652
698,1628989,2014-08-20,M6S,0.175
699,1632624,2014-08-20,M6R,0.0718
700,1632005,2014-08-20,M5M,0.107
701,1631988,2014-08-20,M6E,0.265
702,1630076,2014-08-20,M4R,0.0646
682,1632901,2014-08-21,M1R,<0.0500
683,1632065,2014-08-21,M5R,0.739
684,1632088,2014-08-21,M5M,8.27
685,1632063,2014-08-21,M6H,0.141
686,1633041,2014-08-21,M1R,<0.0500
687,1631991,2014-08-21,M4G,0.0923
688,1633592,2014-08-21,M4C,3.94
670,1632615,2014-08-22,M8Y,<0.0500
671,1632044,2014-08-22,M5R,0.0728
672,1632923,2014-08-22,M1P,0.0700
673,1632595,2014-08-22,M5N,<0.0500
674,1632614,2014-08-22,M6N,1.01
675,1634609,2014-08-22,M5M,<0.0500
676,1633605,2014-08-22,M4J,1.22
677,1633597,2014-08-22,M1N,0.541
678,1633595,2014-08-22,M4J,1.20
679,1633571,2014-08-22,M4J,1.62
680,1633606,2014-08-22,M4J,<0.0500
681,1633572,2014-08-22,M4J,4.84
669,1645177,2014-08-23,M8Y,0.136
665,1633598,2014-08-24,M4L,3.71
664,1636197,2014-08-24,M6P,0.317
663,1632040,2014-08-24,M6S,66.3
668,1634602,2014-08-24,M6E,16.6
667,1632618,2014-08-24,M6N,0.572
666,1636222,2014-08-24,M4C,5.35
661,1636267,2014-08-25,M4K,0.205
660,1632620,2014-08-25,M9A,0.330
659,1633586,2014-08-25,M4J,1.99
658,1633564,2014-08-25,M1G,2.45
657,1635166,2014-08-25,M6S,7.31
656,1632623,2014-08-25,M8Z,<0.0500
662,1632619,2014-08-25,M6R,1.24
648,1633594,2014-08-26,M4J,1.83
654,1632617,2014-08-26,M9C,0.0851
653,1634605,2014-08-26,M4N,0.164
652,1636201,2014-08-26,M5S,0.425
651,1633596,2014-08-26,M4C,0.0912
650,1636218,2014-08-26,M5M,0.117
649,1632043,2014-08-26,M6N,<0.0500
655,1633593,2014-08-26,M4L,0.782
647,1633607,2014-08-26,M4K,6.73
646,1631986,2014-08-26,M4M,0.0542
632,1636257,2014-08-27,M4E,1.89
633,1635109,2014-08-27,M9W,0.849
634,1635145,2014-08-27,M6P,0.557
635,1634617,2014-08-27,M5N,0.0957
636,1635129,2014-08-27,M6G,0.341
638,1636209,2014-08-27,M6G,3.43
637,1635110,2014-08-27,M6R,0.496
640,1636298,2014-08-27,M5R,3.30
641,1634624,2014-08-27,M4N,2.46
642,1636296,2014-08-27,M4G,0.143
643,1633608,2014-08-27,M4K,2.48
644,1635167,2014-08-27,M6S,0.248
645,1636266,2014-08-27,M4E,0.287
639,1633563,2014-08-27,M4J,0.153
625,1635165,2014-08-28,M6H,0.952
626,1635172,2014-08-28,M6P,<0.0500
627,1636199,2014-08-28,M4B,<0.0500
629,1636258,2014-08-28,M1N,<0.0500
630,1636271,2014-08-28,M4C,2.34
631,1635163,2014-08-28,M6P,0.431
628,1632918,2014-08-28,M1K,<0.0500
616,1636269,2014-08-29,M4L,0.196
612,1635144,2014-08-29,M1K,0.301
613,1635149,2014-08-29,M6N,4.47
614,1635161,2014-08-29,M6K,1.35
615,1636195,2014-08-29,M9N,0.121
618,1636208,2014-08-29,M4C,0.184
617,1635164,2014-08-29,M6S,2.70
620,1636213,2014-08-29,M4J,2.14
621,1636198,2014-08-29,M3B,<0.0500
622,1636270,2014-08-29,M6J,14.3
623,1636216,2014-08-29,M4L,1.85
624,1633573,2014-08-29,M4M,0.135
619,1636215,2014-08-29,M4J,2.83
611,1636217,2014-08-30,M4C,4.18
610,1637956,2014-08-30,M8X,<0.0500
606,1646574,2014-09-01,M4E,0.423
609,1636293,2014-09-01,M4M,3.82
608,1638224,2014-09-01,M6S,0.254
607,1638040,2014-09-01,M2H,<0.0500
605,1635146,2014-09-01,M6P,0.441
599,1635147,2014-09-02,M6P,0.0530
600,1639253,2014-09-02,M4E,3.10
601,1636200,2014-09-02,M4P,0.112
603,1639190,2014-09-02,M4M,0.0713
604,1635148,2014-09-02,M4W,<0.0500
602,1638209,2014-09-02,M6J,2.00
588,1636214,2014-09-03,M4N,5.95
591,1639341,2014-09-03,M6N,4.26
589,1638564,2014-09-03,M9B,0.0524
590,1636273,2014-09-03,M4E,2.06
592,1636275,2014-09-03,M1G,0.309
598,1636284,2014-09-03,M4J,<0.0500
594,1638556,2014-09-03,M6K,2.78
595,1638552,2014-09-03,M5R,0.711
596,1638562,2014-09-03,M6P,0.0829
597,1639353,2014-09-03,M6H,0.466
593,1638563,2014-09-03,M6H,0.878
573,1635162,2014-09-04,M9A,0.108
574,1636219,2014-09-04,M4G,0.228
572,1637992,2014-09-04,M4L,4.74
576,1638545,2014-09-04,M5P,4.90
570,1638010,2014-09-04,M4N,1.80
569,1638044,2014-09-04,m2l,<0.0500
568,1639273,2014-09-04,M4S,8.93
571,1637983,2014-09-04,M4E,1.51
577,1636272,2014-09-04,M4C,1.12
575,1639181,2014-09-04,M1N,1.17
579,1639228,2014-09-04,M4K,8.57
580,1639172,2014-09-04,M4T,11.2
578,1637950,2014-09-04,M2N,0.138
581,1636268,2014-09-04,M3C,1.34
582,1639202,2014-09-04,M4B,<0.0500
583,1639173,2014-09-04,M4K,1.49
584,1638218,2014-09-04,M4L,5.69
585,1639182,2014-09-04,M4T,0.291
586,1639338,2014-09-04,M6C,0.186
587,1636221,2014-09-04,M6E,3.87
558,1637913,2014-09-05,M6K,0.111
559,1636282,2014-09-05,M4M,0.0991
561,1636220,2014-09-05,M6H,<0.0500
562,1639166,2014-09-05,M4C,0.934
560,1639167,2014-09-05,M4L,0.899
564,1637991,2014-09-05,M3H,0.483
565,1638055,2014-09-05,M4N,0.0729
566,1638015,2014-09-05,M5A,0.135
567,1639304,2014-09-05,M6S,6.00
563,1637955,2014-09-05,M6S,2.67
557,1639198,2014-09-06,M4K,0.101
556,1638561,2014-09-06,M6R,0.113
548,1637892,2014-09-07,M5P,3.14
549,1638020,2014-09-07,M6C,<0.0500
550,1637934,2014-09-07,M6C,<0.0500
551,1637989,2014-09-07,M6R,3.19
553,1637953,2014-09-07,M5N,<0.0500
554,1648686,2014-09-07,M6P,3.27
555,1637888,2014-09-07,M5R,0.0701
552,1637984,2014-09-07,M6K,59.9
541,1638036,2014-09-08,M5A,13.8
538,1639366,2014-09-08,M6S,<0.0500
539,1637935,2014-09-08,M3B,0.0657
540,1639237,2014-09-08,M4S,<0.0500
542,1638048,2014-09-08,M4G,0.163
537,1637930,2014-09-08,M4G,0.0516
544,1641206,2014-09-08,M6C,0.0770
545,1641944,2014-09-08,M6G,0.0856
546,1639244,2014-09-08,M4L,2.62
547,1638572,2014-09-08,M5R,0.473
543,1638565,2014-09-08,M6G,0.186
529,1639252,2014-09-09,M3B,0.281
530,1641889,2014-09-09,M3H,0.471
531,1642805,2014-09-09,M1N,0.449
532,1637981,2014-09-09,M4L,0.151
533,1638560,2014-09-09,M6C,0.113
534,1642612,2014-09-09,M5M,3.69
535,1642628,2014-09-09,M6G,2.05
536,1642803,2014-09-09,M4B,0.131
520,1639168,2014-09-10,M4P,0.108
521,1662812,2014-09-10,M5R,<0.0500
522,1641904,2014-09-10,M4K,0.985
523,1641193,2014-09-10,M5S,<0.0500
528,1639254,2014-09-10,M4G,10.3
525,1642808,2014-09-10,M6P,0.241
526,1642810,2014-09-10,M4S,0.446
527,1642616,2014-09-10,M6C,1.13
524,1642630,2014-09-10,M6P,0.247
511,1642620,2014-09-11,M8Z,0.101
507,1642607,2014-09-11,M4B,0.142
508,1641191,2014-09-11,M4P,2.00
509,1641322,2014-09-11,M4K,0.217
510,1642643,2014-09-11,M9C,<0.0500
512,1642582,2014-09-11,M9M,0.0676
519,1642790,2014-09-11,M6R,0.0901
514,1641898,2014-09-11,M5M,0.685
515,1642800,2014-09-11,M1M,0.145
516,1638542,2014-09-11,M5R,0.171
517,1642652,2014-09-11,M4L,<0.0500
518,1642651,2014-09-11,M6P,2.13
513,1642644,2014-09-11,M1T,<0.0500
498,1641309,2014-09-12,M4L,13.2
499,1641909,2014-09-12,M4L,1.29
500,1642617,2014-09-12,M5P,0.0547
501,1639243,2014-09-12,M4E,1.88
504,1641212,2014-09-12,M5M,7.00
503,1641205,2014-09-12,M4N,<0.0500
505,1642645,2014-09-12,M4A,0.0733
506,1642615,2014-09-12,M5P,<0.0500
497,1639186,2014-09-12,M1N,1.73
502,1641189,2014-09-12,M4N,0.113
496,1642614,2014-09-12,M6E,1.39
493,1641298,2014-09-12,M4R,2.09
494,1642811,2014-09-12,M4K,1.10
495,1642642,2014-09-12,M6R,0.616
492,1641937,2014-09-14,M4N,<0.0500
491,1642622,2014-09-14,M5P,0.217
490,1641919,2014-09-14,M4R,0.133
489,1641250,2014-09-14,M4B,0.0656
488,1641940,2014-09-14,M6G,2.42
487,1642654,2014-09-14,M4C,1.58
477,1645505,2014-09-15,M5P,0.0669
478,1645104,2014-09-15,M4R,<0.0500
479,1641932,2014-09-15,M5N,3.51
480,1641950,2014-09-15,M5M,2.13
481,1642802,2014-09-15,M4K,0.862
483,1641923,2014-09-15,M4G,0.0515
484,1642583,2014-09-15,M6J,10.3
485,1642640,2014-09-15,M5N,0.267
486,1644482,2014-09-15,M4T,0.112
482,1642804,2014-09-15,M4L,3.92
470,1642807,2014-09-16,M1R,<0.0500
468,1640529,2014-09-16,M1X,0.0919
469,1642801,2014-09-16,M4K,0.176
471,1642641,2014-09-16,M4E,0.449
474,1642809,2014-09-16,M4L,0.541
473,1644440,2014-09-16,M6H,1.57
472,1645127,2014-09-16,M4N,2.82
476,1644457,2014-09-16,M4V,0.513
475,1644361,2014-09-16,M3H,0.199
467,1645139,2014-09-17,M5M,10.9
466,1642806,2014-09-17,M4L,0.930
465,1644451,2014-09-17,M4T,0.417
464,1645504,2014-09-17,M6E,<0.0500
462,1645500,2014-09-17,M6R,0.0948
461,1645162,2014-09-17,M8Y,0.0745
460,1642649,2014-09-17,M4J,3.82
459,1642646,2014-09-17,M8W,3.98
463,1644409,2014-09-17,M2N,<0.0500
451,1645160,2014-09-18,M9W,0.0768
452,1645156,2014-09-18,M9A,0.0674
453,1644441,2014-09-18,M1N,<0.0500
454,1645502,2014-09-18,M6K,1.54
455,1646556,2014-09-18,M4J,0.137
457,1645073,2014-09-18,M6H,0.557
458,1644359,2014-09-18,M5R,0.108
456,1644443,2014-09-18,M4P,5.23
450,1644453,2014-09-19,M4L,0.154
449,1646576,2014-09-19,M4L,1.59
448,1646501,2014-09-19,M4G,1.33
447,1642653,2014-09-19,M4J,0.696
446,1645507,2014-09-19,M6P,0.0770
445,1645503,2014-09-19,M5R,0.631
444,1645506,2014-09-19,M6H,2.82
443,1644378,2014-09-19,M4N,0.0680
442,1645508,2014-09-19,M6E,0.142
441,1645161,2014-09-20,M6R,18.3
436,1645189,2014-09-22,M8X,0.0848
437,1648697,2014-09-22,M6H,2.38
435,1645501,2014-09-22,M1K,<0.0500
439,1645072,2014-09-22,M4M,1.71
440,1644446,2014-09-22,M4L,0.966
438,1648777,2014-09-22,M8Y,<0.0500
434,1646522,2014-09-23,M4S,29.3
433,1646538,2014-09-23,M4L,1.14
432,1649773,2014-09-23,M4R,9.84
431,1645158,2014-09-23,M9P,0.212
423,1646535,2014-09-24,M4C,0.412
424,1648801,2014-09-24,M8V,51.9
425,1649786,2014-09-24,M4L,2.30
426,1649057,2014-09-24,M6P,0.0797
427,1648547,2014-09-24,M5A,10.9
429,1651386,2014-09-24,M4N,4.64
430,1648696,2014-09-24,M5T,1.13
428,1645142,2014-09-24,M2N,0.221
408,1649776,2014-09-25,M4L,1.82
409,1648765,2014-09-25,M4C,4.70
410,1646572,2014-09-25,M4J,0.290
411,1648687,2014-09-25,M4K,0.167
412,1652855,2014-09-25,M1N,3.53
413,1649805,2014-09-25,M4S,18.9
414,1649766,2014-09-25,M6K,0.105
417,1649153,2014-09-25,M6N,0.159
416,1649804,2014-09-25,M5N,0.223
422,1648560,2014-09-25,M4M,0.0846
421,1648736,2014-09-25,M1K,0.104
415,1649158,2014-09-25,M6K,0.468
419,1648684,2014-09-25,M6H,0.152
418,1648521,2014-09-25,M6P,0.615
420,1646533,2014-09-25,M4C,1.77
407,1649820,2014-09-26,M5R,0.244
406,1651993,2014-09-26,M1G,0.180
405,1648685,2014-09-26,M6E,1.87
404,1648781,2014-09-26,M5M,0.0729
403,1649788,2014-09-26,M6H,2.19
402,1652889,2014-09-28,M1M,<0.0500
401,1648776,2014-09-28,M6B,0.0958
400,1648688,2014-09-28,M4N,1.63
390,1648775,2014-09-29,M2N,0.152
391,1649802,2014-09-29,M1L,0.132
392,1648698,2014-09-29,M4K,0.729
393,1651435,2014-09-29,M6E,2.36
394,1651378,2014-09-29,M4N,2.43
395,1649043,2014-09-29,M6P,<0.0500
398,1651382,2014-09-29,M5R,4.92
399,1652063,2014-09-29,M1K,0.0656
396,1649789,2014-09-29,M4L,1.76
397,1649065,2014-09-29,M6P,0.207
389,1649765,2014-09-30,M9C,0.270
388,1652026,2014-09-30,M6P,0.766
387,1651379,2014-09-30,M4M,1.14
386,1651368,2014-09-30,M3H,0.0781
385,1649816,2014-09-30,M4N,1.15
384,1649764,2014-09-30,M6R,0.0524
383,1649790,2014-09-30,M1N,2.77
382,1649772,2014-09-30,M6S,0.213
381,1649787,2014-09-30,M4J,1.07
373,1652888,2014-10-01,M8Y,0.0873
379,1651444,2014-10-01,M5N,0.787
378,1652852,2014-10-01,M6G,0.214
